DatastructBenchmarksLoadFixed;ArrayIndexLoad;;462175;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;ArrayTypedIndexLoad;;378560;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;ArrayPacked64IndexLoad;;334196;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;ArrayPacked32IndexLoad;;335412;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;DictionaryIndexLoad;;836709;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;DictionaryDynIndexLoad;;909921;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;DictionaryTypedIndexLoad;;738522;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;ArrayTypedStringIndexLoad;;384983;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;ArrayPackedStringIndexLoad;;330392;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;DictionaryDynNamedLoadMember;;111119;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;DictionaryNamedLoadMember;;109272;50000;1;136;1;136;0;
DatastructBenchmarksLoadFixed;DictionaryTypedNamedLoadMember;;191482;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;DictionaryDynNamedLoadIndexer;;121099;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;DictionaryNamedLoadIndexer;;96779;50000;1;136;1;136;0;
DatastructBenchmarksLoadFixed;DictionaryTypedNamedLoadIndexer;;88449;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;DictionaryDynNamedLoadGet;;180440;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;DictionaryNamedLoadGet;;192507;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;DictionaryTypedNamedLoadGet;;185693;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;ObjectTypedNamedLoadMember;;67409;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;ObjectDynNamedLoadMember;;80951;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;ObjectTypedNamedLoadIndexer;;135322;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;ObjectDynNamedLoadIndexer;;135217;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;ObjectNamedLoadGet;;86004;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;ObjectDynNamedLoadGet;;355489;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;ArrayIndexLoad;;440106;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;ArrayTypedIndexLoad;;371468;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;ArrayPacked64IndexLoad;;330948;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;ArrayPacked32IndexLoad;;337175;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;DictionaryIndexLoad;;818476;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;DictionaryDynIndexLoad;;903042;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;DictionaryTypedIndexLoad;;745204;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;ArrayTypedStringIndexLoad;;386604;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;ArrayPackedStringIndexLoad;;343565;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;DictionaryDynNamedLoadMember;;120005;50000;0;0;0;0;0;
DatastructBenchmarksLoadFixed;DictionaryNamedLoadMember;;113595;50000;1;136;1;136;0;
DatastructBenchmarksLoadFixed;DictionaryTypedNamedLoadMember;;192679;50000;0;0;0;0;0;
