ArithmeticBenchmarks;AddLiteral;;20971;50000;0;0;0;0;0;
ArithmeticBenchmarks;AddMultipleLiterals;;21105;50000;0;0;0;0;0;
ArithmeticBenchmarks;AddLiteralSingleline;;21993;50000;0;0;0;0;0;
ArithmeticBenchmarks;MultiplyLiteral;;20497;50000;0;0;0;0;0;
ArithmeticBenchmarks;MultiplyFloatLiteral;;20735;50000;0;0;0;0;0;
ArithmeticBenchmarks;MultiplyFloatMultiLiteral;;20828;50000;0;0;0;0;0;
ArithmeticBenchmarks;DivideFloatLiteral;;21374;50000;0;0;0;0;0;
ArithmeticBenchmarks;DivideIntByFloatLiteral;;41637;50000;0;0;0;0;0;
ArithmeticBenchmarks;DivideLiteral;;22539;50000;0;0;0;0;0;
ArithmeticBenchmarks;AddStatic;;46035;50000;0;0;0;0;0;
ArithmeticBenchmarks;AddInstance;;20478;50000;0;0;0;0;0;
ArithmeticBenchmarks;AddStaticProperty;;185084;50000;0;0;0;0;0;
ArithmeticBenchmarks;AddInstanceProperty;;276811;50000;0;0;0;0;0;
ArithmeticBenchmarks;AddStaticMethod;;194188;50000;0;0;0;0;0;
ArithmeticBenchmarks;AddInstanceMethod;;292624;50000;0;0;0;0;0;
ArithmeticBenchmarks;AddCallable;;204230;50000;0;0;0;0;0;
ArithmeticBenchmarks;AddLocal;;20651;50000;0;0;0;0;0;
ArithmeticBenchmarks;AddLocal_Vector2i;;26551;50000;0;0;0;0;0;
ArithmeticBenchmarks;AddLocal_Vector2f;;31591;50000;0;0;0;0;0;
ArithmeticBenchmarks;AddLocal_Vector3i;;23474;50000;0;0;0;0;0;
ArithmeticBenchmarks;AddLocal_Vector3f;;22459;50000;0;0;0;0;0;
ArithmeticBenchmarks;MultiplyLocal_Vector4f;;23604;50000;0;0;0;0;0;
ArithmeticBenchmarks;SqrtLocal;;31609;50000;0;0;0;0;0;
ArithmeticBenchmarks;PowLocal;0.0001;50074;50000;0;0;0;0;0;
ArithmeticBenchmarks;PowLocal;0.5;64732;50000;0;0;0;0;0;
ArithmeticBenchmarks;PowLocal;2.0;40179;50000;0;0;0;0;0;
ArithmeticBenchmarks;PowLocal;2.71828;38078;50000;0;0;0;0;0;
ArithmeticBenchmarks;PowLocal;3.14159265358979;37876;50000;0;0;0;0;0;
ArithmeticBenchmarks;PowLocal;1.4142135623731;47434;50000;0;0;0;0;0;
ArithmeticBenchmarks;PowLocal;9999.9999;33855;50000;0;0;0;0;0;
ArithmeticBenchmarks;PowLocal;inf;33545;50000;0;0;0;0;0;
ArithmeticBenchmarks;PowLocal;nan;31783;50000;0;0;0;0;0;
ArithmeticBenchmarks;SinLocal;;34240;50000;0;0;0;0;0;
ArithmeticBenchmarks;TanLocal;;38166;50000;0;0;0;0;0;
ArithmeticBenchmarks;ATanLocal;;38771;50000;0;0;0;0;0;
ArithmeticBenchmarks;ATan2Local;;71180;50000;0;0;0;0;0;
ArithmeticBenchmarks;FmodLocal;;31528;50000;0;0;0;0;0;
ArithmeticBenchmarks;DoNothing;;7048;50000;0;0;0;0;0;
ArithmeticBenchmarks;DoNothingLiteralString;;7189;50000;0;0;0;0;0;
ArithmeticBenchmarks;DoNothingLiteralStringSums;;7048;50000;0;0;0;0;0;
ArithmeticBenchmarks;DoNothingLiteralIntSums;;7052;50000;0;0;0;0;0;
ArithmeticBenchmarks;DoNothingProperty;;272539;50000;0;0;0;0;0;
ArithmeticBenchmarks;DoNothingIndexArray;;18189;50000;0;0;0;0;0;
ArithmeticBenchmarks;DoNothingIndexDict;;44294;50000;0;0;0;0;0;
ArithmeticBenchmarks;DoNothingAssign;;13213;50000;0;0;0;0;0;
ArithmeticBenchmarks;DoNothingAssignDyn;;13888;50000;0;0;0;0;0;
ArithmeticBenchmarks;DoNothingBig;;13926;50000;0;0;0;0;0;
ArithmeticBenchmarks;FactorialLoop;;18750;50000;0;0;0;0;0;
ArithmeticBenchmarks;FactorialRecursive;;132313;50000;0;0;0;0;0;
IterationBenchmarks;ForeachRange;;116547;50000;0;0;0;0;0;
IterationBenchmarks;ForeachArrayDyn;;287395;50000;0;0;0;0;0;
IterationBenchmarks;ForeachArray;;193265;50000;0;0;0;0;0;
IterationBenchmarks;ForeachArrayTyped;;144602;50000;0;0;0;0;0;
IterationBenchmarks;ForeachArrayPacked64;;137931;50000;0;0;0;0;0;
IterationBenchmarks;ForeachArrayPacked32;;136968;50000;0;0;0;0;0;
IterationBenchmarks;ForeachDictTyped;;295311;50000;0;0;0;0;0;
IterationBenchmarks;ForeachDict;;328479;50000;0;0;0;0;0;
IterationBenchmarks;ForeachDictDyn;;384065;50000;0;0;0;0;0;
IterationBenchmarks;ForeachRangeExplicit;;256923;50000;100001;413600064;100001;413600064;0;
IterationBenchmarks;ForeachRangeExplicitDyn;;364215;50000;100000;413600000;100000;413600000;0;
IterationBenchmarks;ForeachRangeConditioned;;290615;50000;100000;413600000;100000;413600000;0;
IterationBenchmarks;ForeachRangeVar1;;234747;50000;100000;413600000;100000;413600000;0;
IterationBenchmarks;ForeachRangeVar2;;235949;50000;100000;413600000;100000;413600000;0;
IterationBenchmarks;ForeachRangeVar3;;244009;50000;100000;413600000;100000;413600000;0;
IterationBenchmarks;ForeachRangeConditionedArg;;236993;50000;100000;413600000;100000;413600000;0;
IterationBenchmarks;ForeachRangeFuncDyn;;392678;50000;100000;413600000;100000;413600000;0;
IterationBenchmarks;ForeachRangeNumberConditioned;;121949;50000;0;0;0;0;0;
IterationBenchmarks;ForeachRange3;;117852;50000;0;0;0;0;0;
IterationBenchmarks;ForeachNumber;;122358;50000;0;0;0;0;0;
IterationBenchmarks;ForeachNumberExplicit;;119061;50000;0;0;0;0;0;
IterationBenchmarks;ForeachNumberExplicitDyn;;270117;50000;0;0;0;0;0;
IterationBenchmarks;ForeachVector2i;;120223;50000;0;0;0;0;0;
